pair_id_1,pair_id_2,story_1_text,story_2_text,true_label
17,39,"As a Publisher, I want to create a data package in the UI so that it is available and published.","As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.",None
17,48,"As a Publisher, I want to create a data package in the UI so that it is available and published.","As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.",None
17,53,"As a Publisher, I want to create a data package in the UI so that it is available and published.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",DEPENDS_ON
17,66,"As a Publisher, I want to create a data package in the UI so that it is available and published.","As a Publisher, I want to have private data packages, so that I can share just with my team.",None
18,19,"As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.",DUPLICATE
18,20,"As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.",None
18,41,"As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.",None
18,43,"As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.",None
19,28,"As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.","As a Consumer, I want to search data packages, so that that I can find the ones I want.",None
19,53,"As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",None
20,23,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.",None
20,24,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.",DUPLICATE
20,37,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.",None
20,39,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.",None
20,41,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.",None
20,43,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.",None
20,46,"As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",None
21,23,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.",DUPLICATE
21,25,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.",None
21,26,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.",None
21,27,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.",None
21,28,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to search data packages, so that that I can find the ones I want.",None
21,29,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.",None
21,32,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",None
21,33,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.",None
21,35,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.",None
21,44,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.",None
21,45,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.",None
21,46,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",DUPLICATE
21,49,"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.",None
22,26,"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.",None
22,32,"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",None
22,49,"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.",None
22,51,"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",DEPENDS_ON
22,52,"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",DEPENDS_ON
23,25,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.",None
23,27,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.",DUPLICATE
23,28,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to search data packages, so that that I can find the ones I want.",None
23,29,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.",None
23,31,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.",None
23,32,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",None
23,33,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.",None
23,42,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.",None
23,44,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.",None
23,45,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.",None
23,46,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",DUPLICATE
23,52,"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",None
24,26,"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.","As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.",None
24,39,"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.","As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.",None
24,41,"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.","As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.",None
24,45,"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.",None
24,46,"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",None
24,48,"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.","As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.",None
24,66,"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.","As a Publisher, I want to have private data packages, so that I can share just with my team.",None
25,31,"As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.","As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.",None
25,33,"As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.",None
25,34,"As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.","As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.",None
25,44,"As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.","As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.",None
25,49,"As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.","As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.",None
25,62,"As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.","As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.",None
26,27,"As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.",None
26,39,"As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.",None
26,48,"As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.",None
26,49,"As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.",None
26,51,"As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",None
26,52,"As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",None
26,53,"As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",None
27,28,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As a Consumer, I want to search data packages, so that that I can find the ones I want.",None
27,29,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.",None
27,32,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",None
27,33,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.",None
27,49,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.",None
27,51,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",None
27,52,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",None
27,62,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.",None
27,64,"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.",None
28,29,"As a Consumer, I want to search data packages, so that that I can find the ones I want.","As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.",DUPLICATE
28,50,"As a Consumer, I want to search data packages, so that that I can find the ones I want.","As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.",None
28,53,"As a Consumer, I want to search data packages, so that that I can find the ones I want.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",DUPLICATE
28,66,"As a Consumer, I want to search data packages, so that that I can find the ones I want.","As a Publisher, I want to have private data packages, so that I can share just with my team.",None
29,40,"As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.","As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.",None
29,50,"As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.","As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.",None
29,53,"As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",None
29,61,"As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.","As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.",None
30,32,"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.","As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",None
30,33,"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.",None
30,34,"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.","As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.",None
30,35,"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.","As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.",None
30,38,"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.","As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.",None
30,40,"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.","As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.",None
30,47,"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
30,53,"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",None
31,32,"As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.","As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",None
31,33,"As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.",None
31,38,"As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.","As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.",None
31,39,"As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.","As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.",None
31,47,"As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
32,33,"As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.",None
32,34,"As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.","As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.",None
32,47,"As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
33,34,"As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.","As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.",DEPENDS_ON
33,35,"As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.","As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.",None
33,46,"As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",None
33,47,"As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
33,54,"As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.","As an Owner, I want to edit my profile, so that that it is updated with new information.",None
34,42,"As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.","As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.",None
34,44,"As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.","As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.",None
34,45,"As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.",None
34,47,"As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
35,46,"As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",None
35,47,"As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
35,51,"As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",None
35,53,"As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",None
36,37,"As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.","As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.",None
36,38,"As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.","As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.",None
36,42,"As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.","As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.",None
36,44,"As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.","As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.",None
36,46,"As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",None
36,47,"As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
37,38,"As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.","As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.",None
37,41,"As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.","As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.",None
37,42,"As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.","As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.",None
37,46,"As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",None
37,47,"As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
38,39,"As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.","As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.",None
38,42,"As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.","As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.",None
38,45,"As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.",None
38,46,"As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",None
38,47,"As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
39,40,"As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.","As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.",DEPENDS_ON
39,41,"As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.","As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.",DEPENDS_ON
40,41,"As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.","As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.",DEPENDS_ON
40,43,"As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.","As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.",None
41,42,"As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.","As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.",CONFLICT
41,43,"As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.","As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.",None
42,47,"As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",DEPENDS_ON
43,51,"As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",None
43,52,"As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",None
44,47,"As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
44,48,"As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.","As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.",DUPLICATE
45,46,"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",None
45,47,"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
45,49,"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.",None
45,51,"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",None
46,47,"As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",None
46,52,"As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",None
47,52,"As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",None
48,54,"As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.","As an Owner, I want to edit my profile, so that that it is updated with new information.",None
