story_index,PID,Text,actions,action_pair_1,action_pair_2,True_label,Direction
44,#G14#,"As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.","know, changed, adjust, handle",changed,handle,NONE,
44,#G14#,"As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.","know, changed, adjust, handle",adjust,handle,ENABLES,1->2
45,#G14#,"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","get, decide, update",get,decide,ENABLES,1->2
45,#G14#,"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","get, decide, update",get,update,ENABLES,1->2
45,#G14#,"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","get, decide, update",decide,update,ENABLES,1->2
46,#G14#,"As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.","view, present, discuss",view,present,ENABLES,1->2
46,#G14#,"As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.","view, present, discuss",view,discuss,ENABLES,1->2
46,#G14#,"As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.","view, present, discuss",present,discuss,NONE,
47,#G14#,"As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.","download, know",download,know,NONE,
48,#G14#,"As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.","be notified, check out, take action",be notified,check out,ENABLES,1->2
48,#G14#,"As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.","be notified, check out, take action",be notified,take action,ENABLES,1->2
48,#G14#,"As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.","be notified, check out, take action",check out,take action,NONE,
49,#G14#,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","see, decide, get involved",see,decide,ENABLES,1->2
49,#G14#,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","see, decide, get involved",see,get involved,ENABLES,1->2
49,#G14#,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","see, decide, get involved",decide,get involved,NONE,
50,#G14#,"As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.","browse, find",browse,find,ENABLES,1->2
51,#G14#,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","see, discover, get",see,discover,ENABLES,1->2
51,#G14#,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","see, discover, get",see,get,NONE,
51,#G14#,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","see, discover, get",discover,get,NONE,
52,#G14#,"As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.","view, see, produce",view,see,NONE,
52,#G14#,"As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.","view, see, produce",view,produce,NONE,
52,#G14#,"As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.","view, see, produce",see,produce,NONE,
53,#G14#,"As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.","search, easily find",search,easily find,ENABLES,1->2
54,#G14#,"As an Owner, I want to edit my profile, so that that it is updated with new information.","edit, updated",edit,updated,ENABLES,1->2
55,#G14#,"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.",invite,,,,1->2
56,#G14#,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","invite, using, sign up, publish",invite,using,NONE,
56,#G14#,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","invite, using, sign up, publish",invite,sign up,ENABLES,1->2
56,#G14#,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","invite, using, sign up, publish",invite,publish,ENABLES,1->2
56,#G14#,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","invite, using, sign up, publish",using,sign up,NONE,
56,#G14#,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","invite, using, sign up, publish",using,publish,NONE,
56,#G14#,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","invite, using, sign up, publish",sign up,publish,ENABLES,1->2
57,#G14#,"As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.","remove, publish, modify",remove,publish,BLOCKS,1->2
57,#G14#,"As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.","remove, publish, modify",remove,modify,BLOCKS,1->2
57,#G14#,"As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.","remove, publish, modify",publish,modify,NONE,
58,#G14#,"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","view, change",view,change,ENABLES,1->2
59,#G14#,"As an owner, I want to make a user an owner, so that they have full control.","make, have",make,have,ENABLES,1->2
60,#G14#,"As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",remove,,,,1->2
61,#G14#,"As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.","set, change",set,change,ENABLES,1->2
62,#G14#,"As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.","see, know",see,know,ENABLES,1->2
63,#G14#,"As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.","have, charge, make",have,charge,ENABLES,1->2
63,#G14#,"As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.","have, charge, make",have,make,ENABLES,1->2
63,#G14#,"As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.","have, charge, make",charge,make,ENABLES,1->2
64,#G14#,"As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.","know, work out, have",know,work out,ENABLES,1->2
64,#G14#,"As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.","know, work out, have",know,have,NONE,
64,#G14#,"As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.","know, work out, have",work out,have,ENABLES,1->2
65,#G14#,"As a Publisher, I want to sign up for a given pricing plan, so that that I am entitled to what it allows.","sign up, allows",sign up,allows,NONE,
66,#G14#,"As a Publisher, I want to have private data packages, so that I can share just with my team.","have, share",have,share,ENABLES,1->2
